,description,id,menu_item,price,rest_name
856,Creamy low-fat vanilla yogurt topped with diced apples and drizzled with caramel,1r9lpt5r9l4uJxLLyt6QBw,Caramel Apple Parfait,,McDonald's
857,"Sweet, creamy vanilla soft serve in a crispy cone",1r9lpt5r9l4uJxLLyt6QBw,Vanilla Reduced Fat Ice Cream Cone,,McDonald's
858,"Creamy reduced fat vanilla ice cream, in a crispy cone",1r9lpt5r9l4uJxLLyt6QBw,Kiddie Cone,,McDonald's
859,"Delicious reduced fat soft serve vanilla ice cream topped with apples and warm caramel, served with a side of chopped peanuts",1r9lpt5r9l4uJxLLyt6QBw,Caramel Apple Sundae,,McDonald's
860,"Creamy reduced fat vanilla ice cream, topped with sliced strawberries in a sweet and tart strawberry sauce",1r9lpt5r9l4uJxLLyt6QBw,Strawberry Sundae,,McDonald's
861,"Cool and creamy reduced fat soft serve ice cream meets warm, rich, buttery caramel",1r9lpt5r9l4uJxLLyt6QBw,Hot Caramel Sundae,,McDonald's
862,"Reduced fat soft serve vanilla ice cream, smothered in chocolatey fudge sauce",1r9lpt5r9l4uJxLLyt6QBw,Hot Fudge Sundae,,McDonald's
863,"Reduced fat soft serve vanilla ice cream, with m&m's candies swirled in",1r9lpt5r9l4uJxLLyt6QBw,McFlurry with M&M's,,McDonald's
864,Mix in oreo cookies,1r9lpt5r9l4uJxLLyt6QBw,McFlurry with Oreo Cookies,,McDonald's
865,Our creamy vanilla reduced fat ice cream teams up with chunks of reese's peanut butter cups,1r9lpt5r9l4uJxLLyt6QBw,McFlurry with Reese's,,McDonald's
866,"Our deliciously creamy reduced fat ice cream, chocolate syrup and topped with whipped cream and a cherry",1r9lpt5r9l4uJxLLyt6QBw,McCafe Chocolate Shake,,McDonald's
867,Creamy reduced fat ice cream with strawberry flavored deliciousness - topped off with whipped cream and a cherry,1r9lpt5r9l4uJxLLyt6QBw,McCafe Strawberry Shake,,McDonald's
868,"The classic vanilla shake, made with our creamy reduced fat ice cream - topped off with whipped cream and a cherry",1r9lpt5r9l4uJxLLyt6QBw,McCafe Vanilla Shake,,McDonald's
869,Smooth and creamy mint flavored shake topped with whipped cream and a cherry,1r9lpt5r9l4uJxLLyt6QBw,McCafe Shamrock Shake,,McDonald's
870,"With delicious apples lightly spiced with cinnamon, baked in flaky pastry",1r9lpt5r9l4uJxLLyt6QBw,Baked Apple Pie,,McDonald's
871,"Cuddle up to our warm, mouth-watering cinnamon-spiced centers, topped with rich cream-cheese icing. It's the best part of a cinnamon roll",1r9lpt5r9l4uJxLLyt6QBw,Cinnamon Melts,,McDonald's
872,"Get that traditional taste with our classic cookie, loaded with real chocolate chips",1r9lpt5r9l4uJxLLyt6QBw,Soft Baked Chocolate Chip Cookie,,McDonald's
873,Cookie packed with raisins,1r9lpt5r9l4uJxLLyt6QBw,Soft Baked Oatmeal Raisin Cookie,,McDonald's
874,Vanilla-flavored cookie,1r9lpt5r9l4uJxLLyt6QBw,Soft Baked Sugar Cookie,,McDonald's
875,,1r9lpt5r9l4uJxLLyt6QBw,McDonaldland Cookies,,McDonald's
876,Made with 100% arabica beans and freshly brewed,1r9lpt5r9l4uJxLLyt6QBw,Premium Roast Coffee,,McDonald's
877,"Refreshingly cool and made with 100% arabica beans, cream and your choice of flavored syrups",1r9lpt5r9l4uJxLLyt6QBw,Premium Roast Iced Coffee,,McDonald's
878,"Espresso made with 100% arabica beans steamed with whole or nonfat milk, chocolate syrup, topped with whipped cream and a chocolate drizzle",1r9lpt5r9l4uJxLLyt6QBw,McCafe Mocha,,McDonald's
879,"Espresso made with 100% arabica beans mixed with steamed whole or nonfat milk, rich chocolate syrup and peppermint flavor - all topped with whipped cream and a chocolate drizzle",1r9lpt5r9l4uJxLLyt6QBw,McCafe Peppermint Mocha,,McDonald's
880,"Espresso made with 100% arabica beans steamed with whole or nonfat milk, chocolate and caramel syrup, topped with whipped cream and a caramel drizzle",1r9lpt5r9l4uJxLLyt6QBw,McCafe Caramel Mocha,,McDonald's
881,"Espresso made from 100% arabica beans, steamed whole or nonfat milk and choice of flavored syrups",1r9lpt5r9l4uJxLLyt6QBw,McCafe Latte,,McDonald's
882,"Espresso made from 100% arabica beans, steamed whole or nonfat milk, choice of flavored syrups, topped with foamed milk",1r9lpt5r9l4uJxLLyt6QBw,McCafe Cappuccino,,McDonald's
883,"Made with steamed whole or nonfat milk, rich chocolate syrup and topped with whipped cream and a chocolate drizzle",1r9lpt5r9l4uJxLLyt6QBw,McCafe Hot Chocolate,,McDonald's
884,Rich chocolate syrup and peppermint flavor with steamed whole or nonfat milk - all topped with whipped cream and a chocolate drizzle,1r9lpt5r9l4uJxLLyt6QBw,McCafe Peppermint Hot Chocolate,,McDonald's
885,Rich caramel and chocolate made with steamed whole or nonfat milk and topped with whipped cream and chocolate and caramel syrup,1r9lpt5r9l4uJxLLyt6QBw,McCafe Caramel Hot Chocolate,,McDonald's
886,"Iced espresso made with 100% arabica beans, whole or nonfat milk and chocolate syrup, topped with whipped cream and a chocolate drizzle",1r9lpt5r9l4uJxLLyt6QBw,McCafe Iced Mocha,,McDonald's
887,"Iced espresso made with 100% arabica beans, whole or nonfat milk, chocolate and caramel syrup, topped with whipped cream and a caramel drizzle",1r9lpt5r9l4uJxLLyt6QBw,McCafe Iced Caramel Mocha,,McDonald's
888,"Iced espresso made from 100% arabica beans, whole or nonfat milk and choice of flavored syrup",1r9lpt5r9l4uJxLLyt6QBw,McCafe Iced Latte,,McDonald's
889,"Made with irresistibly rich chocolate flavor and a hint of coffee blended with ice, topped with whipped cream and a chocolate drizzle",1r9lpt5r9l4uJxLLyt6QBw,McCafe Frappe Mocha,,McDonald's
890,"Rich caramel - plus a hint of coffee - blended with ice, topped with whipped cream and a caramel flavored drizzle",1r9lpt5r9l4uJxLLyt6QBw,McCafe Frappe Caramel,,McDonald's
891,The perfect combination of strawberry and banana blended with ice and creamy low fat yogurt,1r9lpt5r9l4uJxLLyt6QBw,McCafe Strawberry Banana Real Fruit Smoothie,,McDonald's
892,"A bright mix of strawberry, blackberry and blueberry blended to perfection with ice and creamy low fat yogurt",1r9lpt5r9l4uJxLLyt6QBw,McCafe Wild Berry Real Fruit Smoothie,,McDonald's
893,It's the ultimate cool down: sweet mango and juicy pineapple blended with creamy low fat yogurt and ice,1r9lpt5r9l4uJxLLyt6QBw,McCafe Mango Pineapple Real Fruit Smoothie,,McDonald's
894,Tangy and sweet come together for an icy refreshment,1r9lpt5r9l4uJxLLyt6QBw,McCafe Frozen Strawberry Lemonade,,McDonald's
895,"Our deliciously creamy reduced fat ice cream, chocolate syrup and topped with whipped cream and a cherry",1r9lpt5r9l4uJxLLyt6QBw,McCafe Chocolate Shake,,McDonald's
896,Creamy reduced fat ice cream with strawberry flavored deliciousness - topped off with whipped cream and a cherry,1r9lpt5r9l4uJxLLyt6QBw,McCafe Strawberry Shake,,McDonald's
897,"The classic vanilla shake, made with our creamy reduced fat ice cream - topped off with whipped cream and a cherry",1r9lpt5r9l4uJxLLyt6QBw,McCafe Vanilla Shake,,McDonald's
898,Smooth and creamy mint flavored shake topped with whipped cream and a cherry. But only for a limited time,1r9lpt5r9l4uJxLLyt6QBw,McCafe Shamrock Shake,,McDonald's
899,Wholesome low fat milk,1r9lpt5r9l4uJxLLyt6QBw,1% Low Fat Milk Jug,,McDonald's
900,Chocolate fat free milk,1r9lpt5r9l4uJxLLyt6QBw,Fat Free Chocolate Milk Jug,,McDonald's
901,"Pure apple juice, with vitamin c",1r9lpt5r9l4uJxLLyt6QBw,Minute Maid Apple Juice Box,,McDonald's
902,Purified with minerals for sheer refreshment,1r9lpt5r9l4uJxLLyt6QBw,Dasani Water,,McDonald's
903,,1r9lpt5r9l4uJxLLyt6QBw,Coca-Cola,,McDonald's
904,"Icy cold cola, with no calories",1r9lpt5r9l4uJxLLyt6QBw,Diet Coke,,McDonald's
905,Taste of 23 flavors,1r9lpt5r9l4uJxLLyt6QBw,Dr Pepper,,McDonald's
906,Original blend of 23 flavors with zero calories,1r9lpt5r9l4uJxLLyt6QBw,Diet Dr Pepper,,McDonald's
907,"Delicious lemon and lime taste, with no caffeine",1r9lpt5r9l4uJxLLyt6QBw,Sprite,,McDonald's
908,Delicious orange taste,1r9lpt5r9l4uJxLLyt6QBw,Hi-C Orange Lavaburst,,McDonald's
909,,1r9lpt5r9l4uJxLLyt6QBw,Powerade Mountain Berry Blast,,McDonald's
910,"A brisk blend of orange pekoe and pekoe cut black tea, served ice cold",1r9lpt5r9l4uJxLLyt6QBw,Iced Tea,,McDonald's
911,Made with 100% arabica beans and freshly brewed,1r9lpt5r9l4uJxLLyt6QBw,Premium Roast Coffee,,McDonald's
912,"Refreshingly cool and made with 100% arabica beans, cream and your choice of flavored syrups",1r9lpt5r9l4uJxLLyt6QBw,Premium Roast Iced Coffee,,McDonald's
913,"Pure orange juice, with vitamin c",1r9lpt5r9l4uJxLLyt6QBw,Minute Maid Premium Orange Juice,,McDonald's
914,"A briskly refreshing blend of orange pekoe and pekoe cut black tea, sweetened to perfection",1r9lpt5r9l4uJxLLyt6QBw,Sweet Tea,,McDonald's
915,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
916,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
917,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
918,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
919,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
920,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
921,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
922,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
923,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
924,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
925,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
926,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
927,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
928,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
929,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
930,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
931,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
932,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
933,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
934,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
935,,1r9lpt5r9l4uJxLLyt6QBw,,,McDonald's
936,Fresh apples and cinnamon baked in a shortbread crust and finished with a sprinkle of sugar.,1Tj0HSSnPgHOj1alfcoXlQ,Apple Pie,,Starbucks
937,"Vanilla cake and icing, dipped in a pink chocolaty coating with white sprinkles.",1Tj0HSSnPgHOj1alfcoXlQ,Birthday Cake Pop,,Starbucks
938,"Brown sugar, cinnamon and walnuts wrapped in shortbread crust and topped with a cinnamon streusel and white glaze drizzle.",1Tj0HSSnPgHOj1alfcoXlQ,Brown Sugar Walnut Tart,,Starbucks
939,Tart cherries baked in a shortbread pie crust and topped with a sprinkle of sugar.,1Tj0HSSnPgHOj1alfcoXlQ,Cherry Pie,,Starbucks
940,"Vanilla cream frosting between two cocoa chocolate cakes, drizzled with white icing.",1Tj0HSSnPgHOj1alfcoXlQ,Chocolate Creme Whoopie Pie,,Starbucks
941,Shortbread crust filled with rich chocolate hazelnut spread topped with chocolate drizzle.,1Tj0HSSnPgHOj1alfcoXlQ,Chocolate Hazelnut Tart,,Starbucks
942,"Chocolate cake, raspberry jam and butter cream icing dipped in dark chocolate and finished with raspberry powder and chocolate drizzle.",1Tj0HSSnPgHOj1alfcoXlQ,Raspberry Truffle Cake Pop,,Starbucks
943,Cream cheese frosting and two small red velvet cakes.,1Tj0HSSnPgHOj1alfcoXlQ,Red Velvet Whoopie Pie,,Starbucks
944,"Vanilla cake and Starbucks coffee with vanilla icing, dipped in mocha flavored chocolaty coating, with a chocolate coffee bean.",1Tj0HSSnPgHOj1alfcoXlQ,Tiramisu Cake Pop,,Starbucks
945,"Bacon, parmesan frittata, and aged gouda cheese on an artisan roll.",1Tj0HSSnPgHOj1alfcoXlQ,Bacon & Gouda Artisan Breakfast Sandwich,,Starbucks
946,"Chicken sausage, cage-free egg white and fire-roasted veggies in a wheat wrap.",1Tj0HSSnPgHOj1alfcoXlQ,Chicken Sausage Breakfast Wrap,,Starbucks
947,"Ham, cheddar cheese and parmesan frittata on an artisan roll.",1Tj0HSSnPgHOj1alfcoXlQ,Ham & Cheddar Artisan Breakfast Sandwich,,Starbucks
948,"Savory sausage, egg and aged cheddar cheese on a toasty English muffin.",1Tj0HSSnPgHOj1alfcoXlQ,Sausage & Cheddar Classic Breakfast Sandwich,,Starbucks
949,"A wheat wrap filled with cage-free egg white, spinach, feta cheese and tomatoes.",1Tj0HSSnPgHOj1alfcoXlQ,Spinach & Feta Breakfast Wrap,,Starbucks
950,Hearty whole grain oatmeal.,1Tj0HSSnPgHOj1alfcoXlQ,Starbucks Perfect Oatmeal,,Starbucks
951,Reduced-fat turkey bacon with cage-free egg white and white cheddar cheese on an English muffin.,1Tj0HSSnPgHOj1alfcoXlQ,Turkey Bacon & White Cheddar Classic Breakfast Sandwich,,Starbucks
952,"Vegetables, egg and Monterey Jack cheese on an artisan roll.",1Tj0HSSnPgHOj1alfcoXlQ,Veggie & Monterey Jack Artisan Breakfast Sandwich,,Starbucks
953,"Brie, Gouda, two-year aged cheddar cheeses, nine-grain crackers, apples, dried cranberries and roasted almonds.",1Tj0HSSnPgHOj1alfcoXlQ,Cheese & Fruit,,Starbucks
954,"Hummus, grilled white chicken strips, cucumber and carrot sticks, grape tomatoes and wheat pita.",1Tj0HSSnPgHOj1alfcoXlQ,Chicken & Hummus,,Starbucks
955,"Chicken, red lettuce, carrots, cabbage, cilantro, chopped peanuts and peanut sauce. Dark chocolate.",1Tj0HSSnPgHOj1alfcoXlQ,Chicken Lettuce Wraps,,Starbucks
956,"Whole-wheat tortillas, white chicken strips, pepper jack cheese, lime-cilantro slaw and tomato avocado salsa. Dark chocolate.",1Tj0HSSnPgHOj1alfcoXlQ,Chipotle Chicken Wraps,,Starbucks
957,"Cage-free egg, white cheddar cheese, honey peanut butter spread, multigrain muesli bread, apples and grapes.",1Tj0HSSnPgHOj1alfcoXlQ,Protein,,Starbucks
958,"Prosciutto, peppered and dry salami, Asiago cheese, rustic crackers and olives. Dark chocolate.",1Tj0HSSnPgHOj1alfcoXlQ,Salami & Cheese,,Starbucks
959,"Noodles, broccoli, carrots, red pepper, snap peas, with tofu, pickled cucumbers and sesame peanuts. Dark chocolate.",1Tj0HSSnPgHOj1alfcoXlQ,Sesame Noodles,,Starbucks
960,"Albacore tuna mixed with relish, celery and carrots, cheddar cheese, multi-grain crackers and blanched green beans.",1Tj0HSSnPgHOj1alfcoXlQ,Tuna Salad,,Starbucks
961,A delicious medley of seasonal fruit.,1Tj0HSSnPgHOj1alfcoXlQ,Deluxe Fruit Blend,,Starbucks
962,"Natural chicken breast with sour cream green chili spread, bell pepper and pepper jack cheese on flatbread.",1Tj0HSSnPgHOj1alfcoXlQ,Chicken Santa Fe Panini,,Starbucks
963,"Classic egg salad with dill, mustard, celery and lettuce on whole-wheat bread.",1Tj0HSSnPgHOj1alfcoXlQ,Egg Salad Sandwich,,Starbucks
964,Natural black forest ham and Swiss cheese with dijon mustard on a piccolo roll.,1Tj0HSSnPgHOj1alfcoXlQ,Ham & Swiss Panini,,Starbucks
965,"Roma tomato, mozzarella, spinach and basil pesto on a piccolo roll.",1Tj0HSSnPgHOj1alfcoXlQ,Roasted Tomato & Mozzarella Panini,,Starbucks
966,"Roasted zucchini, eggplant, and red peppers with baby spinach and provolone cheese on focaccia bread.",1Tj0HSSnPgHOj1alfcoXlQ,Roasted Vegetable Panini,,Starbucks
967,Roasted chicken breast with cranberries and tarragon dressing on whole-wheat bread.,1Tj0HSSnPgHOj1alfcoXlQ,Tarragon Chicken Salad Sandwich,,Starbucks
968,Sliced turkey breast with Swiss cheese and lettuce on wheat bread.,1Tj0HSSnPgHOj1alfcoXlQ,Turkey & Swiss Sandwich,,Starbucks
969,A wholesome multigrain roll with raisins.,1Tj0HSSnPgHOj1alfcoXlQ,8-Grain Roll,,Starbucks
970,"A muffin with the goodness of apple, cherries, raisins, dried cranberries and bran.",1Tj0HSSnPgHOj1alfcoXlQ,Apple Bran Muffin,,Starbucks
971,An apple pastry spiced with cinnamon and covered in icing.,1Tj0HSSnPgHOj1alfcoXlQ,Apple Fritter,,Starbucks
972,Moist slices of banana bread packed with real bananas and walnuts.,1Tj0HSSnPgHOj1alfcoXlQ,Banana Nut Loaf,,Starbucks
973,A vanilla doughnut topped with pink vanilla icing and white sprinkles.,1Tj0HSSnPgHOj1alfcoXlQ,Birthday Cake Mini Doughnut,,Starbucks
974,An oat-crust layered blueberry treat topped with buttery streusel.,1Tj0HSSnPgHOj1alfcoXlQ,Blueberry Oat Bar,,Starbucks
975,A moist scone studded with blueberries and topped with sugar crystals.,1Tj0HSSnPgHOj1alfcoXlQ,Blueberry Scone,,Starbucks
976,"A moist, flavorful muffin packed with juicy blueberries.",1Tj0HSSnPgHOj1alfcoXlQ,Bountiful Blueberry Muffin,,Starbucks
977,A true European-style classic croissant,1Tj0HSSnPgHOj1alfcoXlQ,Butter Croissant,,Starbucks
978,A flaky pastry folded around a generous serving of cream cheese filling.,1Tj0HSSnPgHOj1alfcoXlQ,Cheese Danish,,Starbucks
979,Chocolate cake topped with pink cream cheese icing and a sprinkle of non-pareils.,1Tj0HSSnPgHOj1alfcoXlQ,Chocolate Bloom Cupcake,,Starbucks
980,"A large buttery, chewy cookie loaded with premium chocolate chunks.",1Tj0HSSnPgHOj1alfcoXlQ,Chocolate Chunk Cookie,,Starbucks
981,Chocolate bread with warm cinnamon notes topped with cocoa-cinnamon crust.,1Tj0HSSnPgHOj1alfcoXlQ,Chocolate Cinnamon Bread,,Starbucks
982,"A light, flaky pastry with chocolate.",1Tj0HSSnPgHOj1alfcoXlQ,Chocolate Croissant,,Starbucks
983,A small chocolate-flavored doughnut with sweet vanilla icing and sparkle sugar.,1Tj0HSSnPgHOj1alfcoXlQ,Chocolate Mini Sparkle Doughnut,,Starbucks
984,A small chocolate-flavored doughnut with sweet vanilla icing and sparkle sugar.,1Tj0HSSnPgHOj1alfcoXlQ,Chocolate Mini Sparkle Doughnut,,Starbucks
985,"A bagel topped with Cheddar cheese, poppy seeds, sesame seeds, onion and garlic.",1Tj0HSSnPgHOj1alfcoXlQ,Chonga Bagel,,Starbucks
986,"A buttery scone with cinnamon chips, topped with sweet icing and brown sugar crystals.",1Tj0HSSnPgHOj1alfcoXlQ,Cinnamon Chip Scone,,Starbucks
987,A fruit scone speckled with cranberries and topped with white icing.,1Tj0HSSnPgHOj1alfcoXlQ,Cranberry Orange Scone,,Starbucks
988,A classic brownie made with premium chocolate and cocoa.,1Tj0HSSnPgHOj1alfcoXlQ,Double Chocolate Brownie,,Starbucks
989,A chocolate doughnut topped with chocolate fudge icing.,1Tj0HSSnPgHOj1alfcoXlQ,Double Fudge Mini Doughnut,,Starbucks
990,"A New York style bagel topped with Asiago cheese, poppy and sesame seeds, onion and garlic.",1Tj0HSSnPgHOj1alfcoXlQ,Everything with Cheese Bagel,,Starbucks
991,"A soft, chewy ginger molasses cookie with sugar on top.",1Tj0HSSnPgHOj1alfcoXlQ,Ginger Molasses Cookie,,Starbucks
992,Ginger spice cake topped with sweet cream cheese icing and candied orange peel.,1Tj0HSSnPgHOj1alfcoXlQ,Holiday Gingerbread,,Starbucks
993,A moist lemon cake with sweet icing.,1Tj0HSSnPgHOj1alfcoXlQ,Iced Lemon Pound Cake,,Starbucks
994,"A New York style bagel made with cracked wheat, oats, barley, triticale, millet & two kinds of flax and sunflower seeds.",1Tj0HSSnPgHOj1alfcoXlQ,Multigrain Bagel,,Starbucks
995,A classic New York style bagel.,1Tj0HSSnPgHOj1alfcoXlQ,Plain Bagel,,Starbucks
996,"A crumble-top coffee cake made with blackberries, blueberries and raspberries.",1Tj0HSSnPgHOj1alfcoXlQ,Reduced-Fat Very Berry Coffee Cake,,Starbucks
997,Moist pound cake with swirls of vanilla and raspberry and topped with cream cheese icing.,1Tj0HSSnPgHOj1alfcoXlQ,Raspberry Swirl Pound Cake,,Starbucks
998,Moist vanilla cake topped with vanilla and buttercream icings.,1Tj0HSSnPgHOj1alfcoXlQ,Vanilla Buttercream Cupcake,,Starbucks
999,A small vanilla-flavored doughnut with sweet vanilla icing and sparkle sugar.,1Tj0HSSnPgHOj1alfcoXlQ,Vanilla Mini Sparkle Doughnut,,Starbucks
1000,A muffin made with real zucchini and topped with chopped walnuts.,1Tj0HSSnPgHOj1alfcoXlQ,Zucchini Walnut Muffin,,Starbucks
1001,"Steamed, freshly pressed apple juice and cinnamon syrup. Topped with sweetened whipped cream and caramel drizzle.",1Tj0HSSnPgHOj1alfcoXlQ,Caramel Apple Spice,,Starbucks
1002,100% pressed apple juice.,1Tj0HSSnPgHOj1alfcoXlQ,Cold Apple Juice,,Starbucks
1003,Steamed milk flavored with syrup.,1Tj0HSSnPgHOj1alfcoXlQ,Flavored Steamed Milk,,Starbucks
1004,"Choice of whole milk, 2%, nonfat or soy",1Tj0HSSnPgHOj1alfcoXlQ,Milk,,Starbucks
1005,Freshly steamed 100% pressed apple juice.,1Tj0HSSnPgHOj1alfcoXlQ,Steamed Apple Juice,,Starbucks
1006,"A nourishing blend of mocha flavored sauce, a whole banana, milk, whey protein and fiber powder, and ice.",1Tj0HSSnPgHOj1alfcoXlQ,Chocolate Smoothie,,Starbucks
1007,"A nourishing blend of natural orange mango juice, a whole banana, milk, whey protein and fiber powder, and ice.",1Tj0HSSnPgHOj1alfcoXlQ,Orange Mango Smoothie,,Starbucks
1008,"A nourishing blend of natural strawberry puree, a whole banana, milk, whey protein and fiber powder, and ice.",1Tj0HSSnPgHOj1alfcoXlQ,Strawberry Smoothie,,Starbucks
1009,"Reduced-fat yogurt with coconut-almond macaroon granola, pumpkin seeds and dried cranberries.",1Tj0HSSnPgHOj1alfcoXlQ,Greek Yogurt Honey Parfait,,Starbucks
1010,Fat-free peach flavored yogurt and lush fruit topped with crunchy granola.,1Tj0HSSnPgHOj1alfcoXlQ,Peach Raspberry Yogurt Parfait,,Starbucks
1011,"Fat-free yogurt with real fruit, topped with crunchy granola.",1Tj0HSSnPgHOj1alfcoXlQ,Strawberry & Blueberry Yogurt Parfait,,Starbucks
1012,Swirled coffee and vanilla ice creams with ribbons of golden caramel.,1Tj0HSSnPgHOj1alfcoXlQ,Caramel Macchiato Ice Cream,,Starbucks
1013,Coffee and espresso ice creams swirled together.,1Tj0HSSnPgHOj1alfcoXlQ,Coffee Ice Cream,,Starbucks
1014,Coffee ice cream with dark chocolaty chunks.,1Tj0HSSnPgHOj1alfcoXlQ,Java Chip Frappuccino Ice Cream,,Starbucks
1015,Swirled mocha and peppermint ice cream with rich dark chocolaty chunks.,1Tj0HSSnPgHOj1alfcoXlQ,Peppermint Mocha Ice Cream,,Starbucks
1016,Coffee and chocolate ice creams swirled together.,1Tj0HSSnPgHOj1alfcoXlQ,Mocha Frappuccino Ice Cream,,Starbucks
1017,Swirled chocolate and vanilla ice creams with ribbons of chocolate fudge.,1Tj0HSSnPgHOj1alfcoXlQ,Signature Hot Chocolate Ice Cream,,Starbucks
1018,Swirled strawberry and vanilla ice creams with real strawberries.,1Tj0HSSnPgHOj1alfcoXlQ,Strawberries & Creme Frappuccino Ice Cream,,Starbucks
1019,Vanilla ice cream made with real vanilla beans from Madagascar.,1Tj0HSSnPgHOj1alfcoXlQ,Vanilla Bean Frappuccino Ice Cream,,Starbucks
1020,"A black breakfast tea of boldness, depth and character, invigorating any time of day.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Awake Brewed Tea,,Starbucks
1021,Black tea sweetened with classic syrup and steamed milk.,1Tj0HSSnPgHOj1alfcoXlQ,Tazo Awake Tea Latte,,Starbucks
1022,"Black tea with a hint of citrus fruit essence, lightly sweetened and hand-shaken with ice.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Black Shaken Iced Tea,,Starbucks
1023,Fine black teas mixed with refreshing lemonade and lightly sweetened.,1Tj0HSSnPgHOj1alfcoXlQ,Tazo Black Shaken Iced Tea Lemonade,,Starbucks
1024,"A comforting blend of chamomile, rose petals and soothing herbs.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Calm Brewed Tea,,Starbucks
1025,Spiced black tea blended with steamed milk.,1Tj0HSSnPgHOj1alfcoXlQ,Tazo Chai Tea Latte,,Starbucks
1026,"A light and lingering green tea with a fine, fresh flavor.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo China Green Tips Brewed Tea,,Starbucks
1027,A traditional black tea scented with the essence of bergamot.,1Tj0HSSnPgHOj1alfcoXlQ,Tazo Earl Grey Brewed Tea,,Starbucks
1028,Earl grey tea sweetened with vanilla-flavored syrup and steamed milk.,1Tj0HSSnPgHOj1alfcoXlQ,Tazo Earl Grey Tea Latte,,Starbucks
1029,A satisfyingly rich blend of black teas and exotic spices.,1Tj0HSSnPgHOj1alfcoXlQ,Tazo Full Leaf Chai Tea,,Starbucks
1030,Sweetened Matcha green tea with steamed milk.,1Tj0HSSnPgHOj1alfcoXlQ,Tazo Green Tea Latte,,Starbucks
1031,"A bold tea layered with the rich, deep flavors of dark caramel, malt and black cherries, chilled to perfection when poured over ice.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Iced Awake Tea Latte,,Starbucks
1032,"Black tea infused with cardamom, cinnamon, black pepper and star anise added to milk and ice.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Iced Chai Tea Latte,,Starbucks
1033,Premium Matcha green tea lightly sweetened and combined with milk and ice.,1Tj0HSSnPgHOj1alfcoXlQ,Tazo Iced Green Tea Latte,,Starbucks
1034,"A light and invigorating blend of jasmine green tea, goji berries and tangerine peel.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Orange Blossom Brewed Tea,,Starbucks
1035,"An intoxicating blend of hibiscus, lemongrass, rose hips, mango and passion fruit.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Passion Brewed Tea,,Starbucks
1036,"Green tea shaken with ice, peach syrup and real peach pieces.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Peach Iced Green Tea,,Starbucks
1037,"Green tea and lemonade shaken with ice, peach syrup and real peach pieces.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Peach Iced Green Tea Lemonade,,Starbucks
1038,A bracing blend of mint with a pinch of tarragon.,1Tj0HSSnPgHOj1alfcoXlQ,Tazo Refresh Brewed Tea,,Starbucks
1039,"Green tea with mint, lemongrass and lemon verbena, lightly sweetened and shaken with ice.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Shaken Iced Green Tea,,Starbucks
1040,"Green tea and lemonade, lightly sweetened and hand-shaken with ice.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Shaken Iced Green Tea Lemonade,,Starbucks
1041,"An infusion of hibiscus and natural tropical flavors, lightly sweetened and hand-shaken with ice.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Shaken Iced Passion Tea,,Starbucks
1042,"An infusion of hibiscus and natural tropical flavors, mixed with lemonade and hand-shaken with ice.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Shaken Iced Passion Tea Lemonade,,Starbucks
1043,"A lush and indulgent blend of rooibos, Tahitian vanilla, sweet cinnamon, apples and peaches.",1Tj0HSSnPgHOj1alfcoXlQ,Tazo Vanilla Rooibos Brewed Tea,,Starbucks
